pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_bmassj,pl_radj,pl_eqt,st_teff,st_rad,st_mass,sy_dist
"KMT-2022-BLG-0303L b","KMT-2022-BLG-0303L","Microlensing",2024,,4.8100000000,0.51300000,,,,,0.368000,6570.00000000
"Kepler-223 d","Kepler-223","Transit",2014,14.78869000000,,0.02517069,0.46748149,,,1.720000,1.125000,1859.71000000
"K2-36 b","K2-36","Transit",2016,1.42261400000,0.0228800000,0.01352931,0.12757627,1328.00,4916.00,0.718000,0.790000,109.74900000
"K2-79 b","K2-79","Transit",2016,10.99503900000,0.0987000000,0.01856348,0.37023884,1033.00,5897.00,1.269000,1.060000,256.01100000
"HD 152843 c","HD 152843","Transit",2021,19.50210400000,0.1482000000,0.03042522,0.52993222,,6310.00,1.430000,1.150000,107.89800000
"K2-338 b","K2-338","Transit",2021,3.85061400000,,,0.09189060,783.00,4558.00,0.630000,0.660000,156.95100000
"TWA 7 b","TWA 7","Imaging",2025,,52.0000000000,0.34000000,,316.00,,,0.460000,33.99580000
"TOI-1659.01","TOI-1659","Transit",2024,5.87755632800,0.0657570000,,0.20117797,,5977.00,1.006000,1.100000,122.49400000
"TOI-3884 b","TOI-3884","Transit",2022,4.54458280000,0.0361000000,0.10253961,0.57364716,441.00,3180.00,0.302000,0.298000,43.14480000
"Kepler-102 f","Kepler-102","Transit",2014,27.45359200000,0.1656000000,0.01352931,0.07681341,495.00,4909.00,0.724000,0.803000,107.79600000
"Kepler-1987 c","Kepler-1987","Transit",2023,3.64830183000,0.0427000000,,0.11865486,860.00,4769.00,0.714000,0.799000,595.68300000
"GJ 887 e","GJ 887","Radial Velocity",2026,4.42490000000,0.0417000000,0.00459367,,544.00,3688.00,0.468000,0.495000,3.28679000
"NGTS-25 b","NGTS-25","Transit",2022,2.82309300000,0.0388000000,0.63900000,1.02300000,1101.00,5321.00,0.860000,0.910000,521.23300000
"TOI-5789 c","TOI-5789","Transit",,12.92774800000,0.1009000000,0.01573176,0.25515255,718.00,5185.00,0.833000,0.821000,20.45810000
"OGLE-2018-BLG-1428L b","OGLE-2018-BLG-1428L","Microlensing",2021,,3.3000000000,0.77000000,,,,,0.430000,6220.00000000
"TOI-2989 b","TOI-2989","Transit",2025,3.12283200000,0.0384000000,3.00000000,1.12000000,1001.00,4672.00,0.760000,0.770000,195.79500000
"K2-403 b","K2-403","Transit",2022,33.58997900000,,,0.47577921,,5511.00,0.886000,0.784000,246.59900000
"Kepler-1972 b","Kepler-1972","Transit",2022,7.54425000000,,0.00635563,0.07154977,,5818.00,1.384000,1.120000,287.33900000
"K2-348 b","K2-348","Transit",2021,4.68841800000,,,0.29083822,908.00,5077.00,0.850000,0.830000,201.85600000
"TOI-4495 b","TOI-4495","Transit",2026,2.56699000000,0.0395700000,0.02422691,0.22151880,1735.00,6210.00,1.309000,1.247000,132.21400000
"Kepler-297 c","Kepler-297","Transit",2014,74.92013700000,0.3360000000,,0.58300000,,5619.00,0.915000,,692.14000000
"GJ 436 b","GJ 436","Radial Velocity",2004,2.64388312000,0.0291000000,0.07000000,0.37200000,,,0.455000,0.470000,9.75321000
"K2-343 b","K2-343","Transit",2021,2.78717400000,,,0.14720339,653.00,3804.00,0.460000,0.490000,166.16900000
"WASP-149 b","WASP-149","Transit",2025,1.33281300000,0.0240000000,0.99100000,1.36000000,1855.00,5750.00,1.080000,1.050000,211.73000000
"Kepler-725 b","Kepler-725","Transit",2016,39.64372000000,0.2238000000,,0.96351312,514.00,5395.00,0.880000,0.950000,758.46900000
"Kepler-1366 b","Kepler-1366","Transit",2016,2.16457096800,,,0.12757605,,4070.00,0.600000,0.620000,465.82600000
"HIP 948 b","HIP 948","Radial Velocity",2022,24955.45756000000,15.0370000000,20.60000000,,,,,0.710000,34.85230000
"TOI-1194 b","TOI-1194","Transit",2023,2.31064460000,0.0340000000,0.37756222,0.77764833,1264.29,5394.00,0.960800,0.983500,149.66700000
"TOI-2068 b","TOI-2068","Transit",2024,7.76891500000,0.0632000000,,0.16245902,520.62,3710.00,0.535000,0.559000,52.93280000
"Qatar-2 b","Qatar-2","Transit",2011,1.33711647000,0.0215300000,2.49400000,1.25400000,1344.00,4645.00,0.776000,0.743000,181.37400000
"HD 93083 b","HD 93083","Radial Velocity",2005,144.72000000000,0.5080000000,0.45100000,,,5033.80,0.837000,0.836000,28.51590000
"TOI-1694 c","TOI-1694","Radial Velocity",2023,393.10000000000,0.1000000000,0.93446650,,,5058.00,0.803600,0.853000,124.68000000
"TOI-6324 b","TOI-6324","Transit",2025,0.27922100000,,0.00368123,0.09447781,1216.00,3247.00,0.293000,0.269000,20.54880000
"K2-331 c","K2-331","Transit",2021,22.99659100000,,,0.24266256,673.00,5994.00,1.060000,1.100000,211.43000000
"Kepler-1610 c","Kepler-1610","Transit",2023,44.98518850000,0.2323000000,,0.18645763,433.00,5295.00,0.800000,0.825000,864.33100000
"KMT-2024-BLG-1005L b","KMT-2024-BLG-1005L","Microlensing",2025,,0.7800000000,21.00000000,,,,,0.055000,6950.00000000
"HD 208897 b","HD 208897","Radial Velocity",2017,358.27000000000,1.0630000000,1.19400000,,,4860.00,4.980000,1.250000,67.48720000
"Kepler-603 d","Kepler-603","Transit",2016,6.21712920000,,,0.11776251,,5808.00,1.010000,1.010000,1539.63000000
"G 192-15 c","G 192-15","Radial Velocity",2025,1219.00000000000,1.1370000000,0.04499283,,55.90,,,0.132000,9.53114000
"TOI-2145 b","TOI-2145","Transit",2023,10.26112800000,0.1117000000,5.68000000,1.09200000,,6206.00,2.750000,1.710000,224.73100000
"HIP 18606 b","HIP 18606","Radial Velocity",2025,674.94000000000,1.6100000000,0.77000000,,,4860.00,4.830000,1.210000,47.02880000
"TOI-5292 A b","TOI-5292 A","Transit",2026,2.02191000000,0.0279000000,1.29900000,1.12800000,809.00,3919.00,0.611000,0.596000,337.09500000
"HIP 54515 b","HIP 54515","Imaging",2026,33000.00000000000,24.8000000000,17.70000000,,,8100.00,,1.900000,82.81010000
"K2-157 b","K2-157","Transit",2018,0.36525750000,0.0096200000,0.00360000,0.08340000,2432.00,5334.00,0.860000,0.890000,298.37300000
"TOI-4504 c","TOI-4504","Transit",2024,82.97213000000,0.3569000000,3.76720000,0.99000000,,5315.00,0.920000,0.890000,342.60500000
"WASP-154 b","WASP-154","Transit",2025,3.81167800000,0.0440000000,0.62600000,0.96000000,994.00,4774.00,0.823000,0.800000,215.50100000
"TOI-561 d","TOI-561","Transit",2020,25.71268000000,0.1587000000,0.04194087,0.23329508,600.00,,0.843000,0.806000,85.79900000
"Kepler-1515 b","Kepler-1515","Transit",2016,214.31141640000,,,0.85199393,,6511.00,1.410000,1.300000,539.32100000
"TOI-5726.01","TOI-5726","Transit",2024,5.49112521500,0.0621860000,,0.22785301,,5874.00,1.106000,1.060000,108.84800000
"HD 111998 b","HD 111998","Radial Velocity",2016,810.00000000000,1.9100000000,4.80000000,,,,,1.400000,33.22370000
"TOI-7510 b","TOI-7510","Transit",2025,11.53086900000,0.1019000000,0.05710000,0.65200000,878.00,5720.00,1.035000,1.063000,249.00600000
"K2-354 b","K2-354","Transit",2021,3.79330600000,,,0.13917412,543.00,3669.00,0.410000,0.430000,91.72200000
"K2-413 b","K2-413","Transit",2022,0.80940000000,0.0117000000,,0.06779385,,4116.00,0.700000,0.808000,285.16200000
"TOI-2010 b","TOI-2010","Transit",2023,141.83402500000,0.5516000000,1.28600000,1.05400000,400.20,5929.00,1.079000,1.112000,109.19000000
"TOI-1438 b","TOI-1438","Transit",2025,5.13967000000,0.0553000000,0.02957571,0.27121110,971.00,5230.00,0.820000,0.876000,110.51300000
"TOI-260 b","TOI-260","Transit",2024,13.47585300000,0.0943000000,0.01330907,0.15255624,493.00,4026.00,0.607000,0.616000,20.18520000
"K2-395 b","K2-395","Transit",2022,4.80335200000,,,0.23168922,,5007.00,0.783000,0.952000,286.72700000
"TOI-3261 b","TOI-3261","Transit",2024,0.88313310000,0.0171400000,0.09533446,0.34079816,1722.00,5068.00,0.849000,0.861000,300.14100000
"Gaia-2 b","Gaia-2","Transit",2022,3.69152240000,0.0467000000,0.81700000,1.32200000,,5720.00,1.064000,1.000000,209.22900000
"HATS-54 b","HATS-54","Transit",2019,2.54417650000,0.0370000000,0.75300000,1.01500000,1429.00,5621.00,1.230000,1.050000,748.58500000
"Kepler-1992 b","Kepler-1992","Transit",2023,15.61122380000,0.1169000000,,0.08118490,637.00,5383.00,0.842000,0.874000,532.95500000
"HD 13808 b","HD 13808","Radial Velocity",2021,14.18150000000,0.1051900000,0.03523896,,,5035.00,0.781000,0.771000,28.23050000
"Kepler-21 b","Kepler-21","Transit",2012,2.78582120000,0.0434000000,0.02359764,0.14622204,2015.00,6305.00,1.902000,1.408000,108.52200000
"TIC 87422071 b","TIC 87422071","Transit",2026,11.36492900000,0.1060000000,1.29000000,0.96900000,1110.00,6150.00,1.489000,1.239000,384.75800000
"TOI-4734 b","TOI-4734","Transit",2025,6.23563300000,0.0740000000,0.19400000,0.97400000,1468.00,6070.00,1.857000,1.391000,563.06800000
"Kepler-158 d","Kepler-158","Transit",2024,0.64508800000,,,0.03836210,,4895.97,0.668000,0.656000,315.17700000
"NGTS-33 b","NGTS-33","Transit",2024,2.82797200000,0.0480000000,3.63000000,1.64000000,1991.00,7437.00,1.470000,1.600000,437.85500000
"K2-3 c","K2-3","Transit",2015,24.64672900000,0.1357000000,0.00843222,0.14113683,371.80,3844.00,0.546000,0.549000,44.07270000
"K2-350 b","K2-350","Transit",2021,4.16387300000,,,0.13738983,1158.00,5789.00,1.040000,0.980000,489.36800000
"BEBOP-4 AB b","BEBOP-4 A","Radial Velocity",2025,1823.50000000000,3.6340000000,26.30000000,,,,,1.507000,234.29400000
"18 Del b","18 Del","Radial Velocity",2008,982.85000000000,2.4760000000,9.20700000,,,4980.00,8.800000,2.100000,76.22200000
"TOI-1386 b","TOI-1386","Transit",2024,25.84010000000,0.1730000000,0.14410292,0.55458981,615.03,5735.00,1.023500,1.036300,146.85800000
"HD 224018 d","HD 224018","Transit",2025,138.07310000000,0.5300000000,0.01321468,0.21411403,411.00,5784.00,1.147000,1.013000,105.48000000
"Kepler-20 f","Kepler-20","Transit",2011,19.57832800000,0.1387000000,0.00440489,0.08493190,681.00,5495.00,0.916400,0.929000,282.56300000
"HD 224018 b","HD 224018","Radial Velocity",2025,10.64130000000,0.0952000000,0.01290004,0.08118490,968.00,5784.00,1.147000,1.013000,105.48000000
"TOI-1272 b","TOI-1272","Transit",2022,3.31599000000,0.0417000000,0.08495150,0.36863736,975.00,5065.00,0.793400,0.877200,137.57200000
"K2-332 b","K2-332","Transit",2021,17.70632000000,,,0.19627119,266.00,3315.00,0.280000,0.270000,123.20200000
"HD 28109 c","HD 28109","Transit",2022,55.99712000000,,0.02894644,0.36845456,643.00,6189.00,1.425000,1.227000,139.61100000
"rho CrB e","rho CrB","Radial Velocity",2023,12.90400000000,,0.01167297,,,,,1.000000,17.46710000
"K2-131 b","K2-131","Transit",2017,0.36930380000,0.0093600000,0.02485618,0.15077196,2223.00,5120.00,0.759500,0.803000,152.50900000
"TOI-5153 b","TOI-5153","Transit",2022,20.33003000000,0.1580000000,3.26000000,1.06000000,906.00,6300.00,1.400000,1.240000,390.48400000
"TOI-3493 b","TOI-3493","Transit",2025,8.15946670000,,0.02822278,0.28726965,1102.00,5844.00,1.228000,1.023000,96.72240000
"TOI-3071 b","TOI-3071","Transit",2024,1.26693800000,0.0249000000,0.21458120,0.63877351,2155.00,6177.00,1.310000,1.290000,485.21900000
"HAT-P-19 b","HAT-P-19","Transit",2010,4.00878322000,0.0459900000,0.27700000,1.00800000,981.20,4962.00,0.773000,0.807000,202.07800000
"TOI-4961 b","TOI-4961","Transit",2025,7.47918200000,0.0726000000,1.80000000,1.10100000,919.00,5380.00,0.912000,0.912000,213.07300000
"Kepler-1986 b","Kepler-1986","Transit",2023,19.54896660000,0.1307000000,,0.16861480,579.00,5549.00,0.732000,0.776000,912.08500000
"TOI-1117 d","TOI-1117","Radial Velocity",2025,8.66500000000,0.0817000000,0.03369743,,978.00,5635.00,1.050000,0.970000,167.59800000
"TOI-561 c","TOI-561","Transit",2020,10.77883800000,0.0889000000,0.01865787,0.25559862,802.00,,0.843000,0.806000,85.79900000
"Kepler-17 b","Kepler-17","Transit",2011,1.48571080000,0.0259100000,2.45000000,1.31000000,1570.00,5781.00,1.010340,1.040000,720.75300000
"KELT-1 b","KELT-1","Transit",2012,1.21751400000,0.0246600000,27.23000000,1.11000000,,6516.00,1.471000,1.335000,268.43000000
"HAT-P-38 b","HAT-P-38","Transit",2012,4.64038200000,0.0523000000,0.26700000,0.82500000,1082.00,5330.00,0.923000,0.886000,255.20600000
"Kepler-1241 b","Kepler-1241","Transit",2016,18.55257010000,,,0.23463288,,5261.00,0.800000,0.840000,968.72200000
"K2-406 b","K2-406","Transit",2022,22.54940600000,,,0.41056365,,5784.00,0.961000,0.798000,85.37510000
"TOI-1301.01","TOI-1301","Transit",2024,6.09640720900,0.0598660000,,0.22098352,,4820.00,0.732000,0.770000,90.86930000
"Kepler-1859 c","Kepler-1859","Transit",2023,3.59645081000,0.0473000000,,0.14809554,1327.00,5887.00,1.235000,1.090000,1331.25000000
"GJ 3929 b","GJ 3929","Transit",2022,2.61623500000,0.0252000000,0.00550612,0.09724345,568.00,3384.00,0.320000,0.313000,15.80950000
"Kepler-297 b","Kepler-297","Transit",2014,38.87182600000,0.2170000000,,0.25600000,,5619.00,0.915000,,692.14000000
"GJ 9827 c","GJ 9827","Transit",2017,3.64810300000,0.0395000000,0.00585221,0.10081202,715.94,4236.00,0.580000,0.620000,29.66100000
"HD 86226 b","HD 86226","Radial Velocity",2009,1628.00000000000,2.7300000000,0.45000000,,176.00,5863.00,1.053000,1.019000,45.68300000
"Kepler-694 b","Kepler-694","Transit",2016,6.36584161200,,,0.24979927,,5700.00,0.950000,0.970000,1023.06000000
"TOI-5005 b","TOI-5005","Transit",2024,6.30850440000,0.0661400000,0.10300000,0.55800000,1040.00,5749.00,0.930000,0.970000,207.89100000
"EPIC 206317286 c","EPIC 206317286","Transit",2022,17.51547200000,,,0.18681449,,4752.00,0.758000,0.832000,314.35000000
"TOI-5634 A b","TOI-5634 A","Transit",2024,2.20353730000,0.0272000000,1.85005489,0.92300000,837.00,3896.00,0.540000,0.556000,306.14400000
"Kepler-10 d","Kepler-10","Radial Velocity",2023,151.06000000000,0.5379000000,0.03775622,,387.00,5708.00,1.065000,0.910000,185.50600000
"Kepler-1928 b","Kepler-1928","Transit",2021,19.57783000000,0.1940000000,,0.17771464,,5720.00,0.920000,1.010000,326.36200000
"HD 73344 c","HD 73344","Radial Velocity",2025,65.94000000000,0.3388000000,0.37300000,,,6148.00,1.220000,1.190000,35.26000000
"TIC 46432937 b","TIC 46432937","Transit",2024,1.44044527000,0.0206500000,3.20000000,1.18800000,872.00,3572.00,0.529900,0.563000,90.53690000
"K2-19 b","K2-19","Transit",2015,7.91930000000,,0.09690764,0.62449925,,5322.00,0.820000,0.880000,289.82700000
"HAT-P-22 b","HAT-P-22","Transit",2010,3.21222000000,,2.47000000,1.15000000,,5302.00,1.110000,1.130000,81.76470000
"Kepler-1876 b","Kepler-1876","Transit",2021,6.99205000000,0.0758000000,0.00755124,0.07609969,1299.00,6104.00,1.477000,1.187000,259.93500000
"GJ 2126 b","GJ 2126","Radial Velocity",2025,272.70000000000,0.7100000000,1.30000000,,,4159.00,0.728000,0.650000,38.12900000
"HD 224018 c","HD 224018","Transit",2025,36.57669000000,0.2170000000,0.03272206,0.21589831,641.00,5784.00,1.147000,1.013000,105.48000000
"Kepler-1996 c","Kepler-1996","Transit",2023,92.72972480000,0.3608000000,,0.25069184,276.00,4580.00,0.675000,0.748000,440.56100000
"GJ 3222 b","GJ 3222","Radial Velocity",2022,10.66669000000,0.0910000000,0.03600000,,,,,0.890000,18.23817000
"Kepler-139 b","Kepler-139","Transit",2014,15.77104400000,0.1270000000,,0.26200000,,5594.00,1.300000,,391.03800000
"TOI-2194 b","TOI-2194","Transit",2023,15.33759700000,,,0.17746484,590.88,4756.00,0.690900,0.740000,19.57110000
"HD 28471 c","HD 28471","Radial Velocity",2025,6.12450000000,0.0650000000,0.01799713,,1066.00,5766.00,1.080000,0.980000,43.64550000
"HD 73344 b","HD 73344","Transit",2024,15.61100000000,0.1310000000,0.03297377,0.25729369,911.00,6252.60,1.220000,1.200000,35.26000000
"HD 73583 b","HD 73583","Transit",2022,6.39804200000,0.0604000000,0.03209279,0.24890756,714.00,4511.00,0.650000,0.730000,31.56660000
"TOI-4342 c","TOI-4342","Transit",2023,10.68866200000,0.0804000000,0.01510249,0.20956410,514.00,3866.00,0.598000,0.587000,61.52040000
"75 Cet c","75 Cet","Radial Velocity",2023,2051.62000000000,3.9290000000,0.91200000,,,4809.00,10.380000,1.920000,82.96130000
"K2-414 b","K2-414","Transit",2022,4.36960000000,0.0487000000,,0.10875208,,4343.00,0.732000,0.814000,260.03600000
"NGTS-12 b","NGTS-12","Transit",2020,7.53280600000,0.0757000000,0.20800000,1.04800000,1257.00,5690.00,1.589000,1.021000,446.44200000
"TOI-1453 b","TOI-1453","Transit",2025,4.31352250000,,0.00729954,0.10464823,944.20,4975.00,0.720000,0.715000,78.74150000
"Kepler-290 d","Kepler-290","Transit",2023,0.76401755300,0.0154000000,,0.07672419,1589.00,5142.00,0.755000,0.840000,694.62700000
"HD 114082 b","HD 114082","Radial Velocity",2022,109.75000000000,0.5109000000,8.00000000,1.00000000,,6651.00,1.490000,1.470000,95.39060000
"TOI-5803 b","TOI-5803","Transit",2023,5.38305000000,,,0.29201585,678.87,5134.00,0.762500,0.870000,84.01260000
"TOI-5916 b","TOI-5916","Transit",2026,2.36712800000,0.0262000000,0.71300000,1.01300000,683.00,3613.00,0.480000,0.477000,199.72400000
"Kepler-1972 c","Kepler-1972","Transit",2022,11.32950000000,,0.00663880,0.07743791,,5818.00,1.384000,1.120000,287.33900000
"K2-395 c","K2-395","Transit",2022,8.49128200000,,,0.30288213,,5007.00,0.783000,0.952000,286.72700000
"11 Com b","11 Com","Radial Velocity",2007,323.21000000000,1.1780000000,15.46400000,,,4874.00,13.760000,2.090000,93.18460000
"TIC 279401253 c","TIC 279401253","Transit",2023,155.30000000000,0.5910000000,8.02000000,,,5951.00,1.060000,1.130000,285.58400000
"TOI-836.01","TOI-836","Transit",2021,8.59545000000,0.0750000000,0.03020498,0.23079708,665.00,4552.00,0.665000,0.678000,27.50240000
"HD 20794 b","HD 20794","Radial Velocity",2011,18.31400000000,0.1257000000,0.00676466,,,5368.00,0.930000,0.790000,6.00278000
"Kepler-138 b","Kepler-138","Transit",2014,10.31340000000,0.0753000000,0.00022024,0.05709707,452.00,3841.00,0.535000,0.535000,66.86240000
"TOI-1798.01","TOI-1798","Transit",2024,8.02152233100,0.0749840000,,0.21839631,,5165.00,0.780000,0.870000,113.18100000
"KOI-7368 b","KOI-7368","Transit",2022,6.84303440000,,,0.19800000,,5241.00,0.874000,0.879000,264.99500000
"TOI-7510 c","TOI-7510","Transit",2025,22.56874230000,0.1595000000,0.41200000,0.96400000,702.00,5720.00,1.035000,1.063000,249.00600000
"HIP 113103 c","HIP 113103","Transit",2023,14.24564800000,0.1047900000,,0.21411403,585.00,4930.00,0.742000,0.761000,46.21220000
"TOI-5728 b","TOI-5728","Transit",2025,11.49761000000,,,0.11687057,382.00,3419.00,0.370000,0.360000,54.70450000
"TOI-6448 b","TOI-6448","Transit",2025,14.84426100000,0.1310000000,,0.75600000,745.00,5910.00,0.897000,1.030000,386.87900000
"K2-383 b","K2-383","Transit",2022,1.86596200000,,,0.13953097,,5129.00,0.804000,1.061000,203.78800000
"TOI-2537 c","TOI-2537","Radial Velocity",2024,1920.00000000000,2.7800000000,7.23000000,,123.10,4870.00,0.771000,0.771000,184.98600000
"Kepler-139 d","Kepler-139","Transit",2023,7.30569992200,0.0755533961,0.01465595,0.15121803,,,,1.078000,391.03800000
"K2-337 b","K2-337","Transit",2021,16.27356300000,,,0.23374115,850.00,5869.00,1.320000,0.940000,421.63600000
"WASP-102 b","WASP-102","Transit",2025,2.70981300000,0.0410000000,0.62200000,1.33000000,1671.00,5990.00,1.375000,1.080000,535.68900000
"Kepler-1228 b","Kepler-1228","Transit",2016,0.57736957900,,,0.13738960,,5063.00,0.740000,0.780000,515.45300000
"6 Lyn b","6 Lyn","Radial Velocity",2008,919.86000000000,2.0280000000,1.88100000,,,4941.00,4.940000,1.320000,54.65990000
"K2-3 d","K2-3","Transit",2015,44.55603000000,0.2014000000,0.00692197,0.13007427,305.20,3844.00,0.546000,0.549000,44.07270000
"Kepler-1997 b","Kepler-1997","Transit",2023,26.75758660000,0.1815000000,,0.20340833,660.00,6215.00,1.052000,1.111000,1502.34000000
"HD 22946 d","HD 22946","Transit",2023,47.42489000000,0.2958000000,0.08359857,0.23258136,546.00,6169.00,1.117000,1.098000,62.77920000
"TOI-2285 b","TOI-2285","Transit",2021,13.63510900000,,,0.15790910,358.00,3491.00,0.464000,0.454000,42.40900000
"TOI-5322 b","TOI-5322","Transit",2025,5.42332070000,0.0604000000,0.57900000,1.48200000,1350.00,5692.00,1.462000,0.998000,476.89900000
"HAT-P-55 b","HAT-P-55","Transit",2015,3.58523130000,0.0462800000,0.59600000,1.32400000,1367.00,5804.00,1.105000,1.028000,511.38800000
"TOI-544 b","TOI-544","Transit",2022,1.54835200000,0.0225000000,0.00909296,0.18003421,999.00,4169.00,0.623000,0.631000,41.11660000
"gam Psc b","gam Psc","Radial Velocity",2021,555.10000000000,1.3200000000,1.34000000,,,4742.00,11.200000,0.990000,41.31070000
"K2-110 b","K2-110","Transit",2017,13.86375000000,0.1020700000,0.05002699,0.23124315,638.00,5010.00,0.713000,0.738000,116.47400000
"TOI-1680 b","TOI-1680","Transit",2023,4.80263450000,0.0314400000,,0.13078799,404.00,3225.00,0.210600,0.179800,37.22090000
"K2-348 c","K2-348","Transit",2021,12.55017100000,,,0.23820186,655.00,5077.00,0.850000,0.830000,201.85600000
"K2-336 b","K2-336","Transit",2021,21.19473300000,,,0.10884130,569.00,5424.00,0.800000,0.860000,239.28900000
"K2-136 d","K2-136","Transit",2017,25.57500000000,0.1538000000,0.00943906,0.13962019,420.00,4500.00,0.677000,0.742000,59.24740000
"Kepler-975 b","Kepler-975","Transit",2016,1.97034245700,,,0.13203676,,4897.00,0.750000,0.800000,426.08800000
